Wall time,Step,Value
1524036467.8099458,1,0.09677419066429138
1524036469.2068655,2,0.8064516186714172
1524036470.6025124,3,1.0
1524036471.9942465,4,0.9354838728904724
1524036473.386368,5,0.9677419066429138
1524036474.7803998,6,0.8709677457809448
1524036476.1804774,7,0.9032257795333862
1524036477.5720496,8,0.8709677457809448
1524036478.9719646,9,0.9032257795333862
1524036480.3646047,10,0.8709677457809448
1524036481.7623065,11,0.9354838728904724
1524036483.1564267,12,0.9354838728904724
1524036484.5623019,13,0.8709677457809448
1524036485.9654624,14,0.9032257795333862
1524036487.369483,15,0.8709677457809448
1524036488.7713382,16,0.9032257795333862
1524036490.1632547,17,0.9354838728904724
1524036491.5534332,18,0.9677419066429138
1524036492.9506578,19,0.8387096524238586
1524036494.3463748,20,0.8709677457809448
1524036495.737341,21,0.9354838728904724
1524036497.145063,22,0.8709677457809448
1524036498.5395806,23,0.9032257795333862
1524036499.9347541,24,0.9032257795333862
1524036501.32913,25,0.9677419066429138
1524036502.7223034,26,0.9354838728904724
1524036504.1242208,27,1.0
1524036505.528733,28,0.9354838728904724
1524036506.9325266,29,0.9354838728904724
1524036508.3402672,30,0.9032257795333862
1524036509.7310221,31,0.9354838728904724
1524036511.1223545,32,0.8709677457809448
1524036512.518395,33,0.7096773982048035
1524036513.9186304,34,0.9032257795333862
1524036515.3206246,35,0.9354838728904724
1524036516.7237995,36,0.9677419066429138
1524036518.136827,37,0.9677419066429138
1524036519.5581732,38,0.9677419066429138
1524036520.974661,39,0.8709677457809448
1524036522.387374,40,0.9354838728904724
1524036523.798584,41,0.9354838728904724
1524036525.21778,42,0.8709677457809448
1524036526.627998,43,0.9354838728904724
1524036528.025878,44,0.9032257795333862
1524036529.4183166,45,0.9354838728904724
1524036530.8405566,46,0.9354838728904724
1524036532.2518778,47,0.9677419066429138
1524036533.6792235,48,0.8709677457809448
1524036535.084635,49,0.9677419066429138
1524036536.502797,50,0.9677419066429138
1524036537.9129188,51,1.0
1524036539.3249822,52,0.9032257795333862
1524036540.7384093,53,0.9677419066429138
1524036542.1592395,54,0.9032257795333862
1524036543.5720649,55,0.8064516186714172
1524036544.9751456,56,0.8709677457809448
1524036546.374968,57,0.8709677457809448
1524036547.7746005,58,0.9354838728904724
1524036549.1799967,59,0.9032257795333862
1524036550.569486,60,0.9032257795333862
1524036551.9683247,61,0.9677419066429138
1524036553.371467,62,0.9354838728904724
1524036554.7683086,63,0.8709677457809448
1524036556.1682377,64,0.9032257795333862
1524036557.579586,65,0.9354838728904724
1524036558.9768379,66,0.8387096524238586
1524036560.3717482,67,0.9354838728904724
1524036561.7634332,68,1.0
1524036563.1658545,69,0.8064516186714172
1524036564.5644603,70,0.8709677457809448
1524036565.9615314,71,0.9032257795333862
1524036567.3703163,72,0.8387096524238586
1524036568.751467,73,0.8387096524238586
1524036570.1432765,74,0.9354838728904724
1524036571.540103,75,0.8709677457809448
1524036572.9354246,76,0.8064516186714172
1524036574.3304396,77,0.9354838728904724
1524036575.7105522,78,0.8709677457809448
1524036577.1033473,79,0.9032257795333862
1524036578.514692,80,0.8709677457809448
1524036579.9070392,81,1.0
1524036581.2935464,82,0.8387096524238586
1524036582.6875646,83,0.9032257795333862
1524036584.0802073,84,0.9032257795333862
1524036585.4767957,85,0.9032257795333862
1524036586.8609557,86,0.8709677457809448
1524036588.2539806,87,0.8387096524238586
1524036589.6546543,88,0.8387096524238586
1524036591.045945,89,0.9032257795333862
1524036592.434564,90,0.9677419066429138
1524036593.834767,91,0.8709677457809448
1524036595.227194,92,0.8709677457809448
1524036596.6145723,93,0.9032257795333862
1524036598.020312,94,0.8387096524238586
1524036599.4173403,95,0.9354838728904724
1524036600.8198807,96,0.9677419066429138
1524036602.231119,97,1.0
1524036603.6272593,98,0.9032257795333862
1524036605.0104768,99,0.9677419066429138
1524036606.402514,100,0.9354838728904724
1524036607.837549,101,1.0
1524036609.2204196,102,0.9032257795333862
1524036610.6247814,103,0.8387096524238586
1524036612.0190306,104,0.9677419066429138
1524036613.4164143,105,0.8709677457809448
1524036614.8171737,106,0.9677419066429138
1524036616.2117279,107,0.9354838728904724
1524036617.6035464,108,0.9354838728904724
1524036618.9921696,109,0.774193525314331
1524036620.3880396,110,0.9354838728904724
1524036621.772899,111,0.9677419066429138
1524036623.1663706,112,0.774193525314331
1524036624.557631,113,0.9354838728904724
1524036625.9584694,114,0.8387096524238586
1524036627.3679874,115,0.9677419066429138
1524036628.7681143,116,0.9354838728904724
1524036630.1674883,117,0.774193525314331
1524036631.5794153,118,1.0
1524036632.9850092,119,0.9354838728904724
1524036634.381129,120,0.9677419066429138
1524036635.7826858,121,0.9032257795333862
1524036637.179987,122,1.0
1524036638.6113536,123,0.9677419066429138
1524036640.0001204,124,0.9354838728904724
1524036641.4070575,125,0.8709677457809448
1524036642.8302722,126,0.8709677457809448
1524036644.237527,127,0.8709677457809448
1524036645.6354775,128,0.8709677457809448
1524036647.0282192,129,0.7419354915618896
1524036648.4614437,130,0.9354838728904724
1524036649.864409,131,0.9354838728904724
1524036651.262741,132,0.9354838728904724
1524036652.6683302,133,0.8709677457809448
1524036654.0709825,134,0.9032257795333862
1524036655.4640539,135,0.9032257795333862
1524036656.87549,136,0.9677419066429138
1524036658.2777882,137,0.8709677457809448
1524036659.682289,138,0.9354838728904724
1524036661.0933223,139,0.9032257795333862
1524036662.4898305,140,0.7419354915618896
1524036663.9000955,141,0.8709677457809448
1524036665.3034286,142,1.0
1524036666.7117476,143,0.774193525314331
1524036668.1174223,144,0.9354838728904724
1524036669.5351832,145,0.8709677457809448
1524036670.956262,146,0.9677419066429138
1524036672.378204,147,0.9354838728904724
1524036673.7869666,148,0.9677419066429138
1524036675.2027643,149,0.8709677457809448
1524036676.6074936,150,0.9032257795333862
1524036678.0041063,151,0.9354838728904724
1524036679.3997724,152,0.8709677457809448
1524036680.7932255,153,0.9354838728904724
1524036682.183195,154,0.8709677457809448
1524036683.5909984,155,0.9677419066429138
1524036684.9988706,156,0.8709677457809448
1524036686.4037206,157,0.8709677457809448
1524036687.809136,158,0.9032257795333862
1524036689.215768,159,0.8709677457809448
1524036690.6217146,160,0.9677419066429138
1524036692.025835,161,0.9354838728904724
1524036693.424756,162,0.8387096524238586
1524036694.8291774,163,0.8064516186714172
1524036696.2369206,164,0.8387096524238586
1524036697.6391928,165,0.9032257795333862
1524036699.0343866,166,0.9677419066429138
1524036700.4296448,167,0.8709677457809448
1524036701.8278027,168,0.8709677457809448
1524036703.2377455,169,0.8709677457809448
1524036704.6447895,170,0.9677419066429138
1524036706.045539,171,0.9354838728904724
1524036707.4623764,172,0.9354838728904724
1524036708.853595,173,0.8709677457809448
1524036710.248005,174,0.9354838728904724
1524036711.645909,175,0.8387096524238586
1524036713.047769,176,0.9354838728904724
1524036714.4554813,177,0.9677419066429138
1524036715.8622406,178,0.9032257795333862
1524036717.278324,179,0.9354838728904724
1524036718.682011,180,0.9032257795333862
1524036720.0787861,181,0.9032257795333862
1524036721.4794686,182,0.8387096524238586
1524036722.8821356,183,0.774193525314331
1524036724.2731183,184,0.9032257795333862
1524036725.6760666,185,0.9032257795333862
1524036727.0785456,186,0.8709677457809448
1524036728.4695427,187,0.9354838728904724
1524036729.8668344,188,0.9354838728904724
1524036731.259014,189,0.9032257795333862
1524036732.675064,190,0.9032257795333862
1524036734.0992177,191,0.8387096524238586
1524036735.5224938,192,0.8709677457809448
1524036736.9409807,193,0.8387096524238586
1524036738.3594468,194,0.9032257795333862
1524036739.776099,195,0.8387096524238586
1524036741.1945372,196,0.9677419066429138
1524036742.5909402,197,0.9354838728904724
1524036744.0018933,198,0.9354838728904724
1524036745.3990877,199,0.774193525314331
1524036746.7871573,200,0.8387096524238586
1524036748.2125018,201,0.9677419066429138
1524036749.6012368,202,0.9354838728904724
1524036750.998397,203,0.9354838728904724
1524036752.399036,204,0.9032257795333862
1524036753.799962,205,0.9032257795333862
1524036755.1959324,206,0.9032257795333862
1524036756.6021001,207,0.8387096524238586
1524036757.995057,208,0.9032257795333862
1524036759.3935604,209,0.8387096524238586
1524036760.8163414,210,0.9677419066429138
1524036762.2166147,211,0.9354838728904724
1524036763.6140618,212,0.8387096524238586
1524036765.0150738,213,0.8387096524238586
1524036766.4245636,214,0.8387096524238586
1524036767.811831,215,0.9032257795333862
1524036769.2092865,216,0.9677419066429138
1524036770.610496,217,0.774193525314331
1524036772.003193,218,0.9032257795333862
1524036773.405275,219,0.8387096524238586
1524036774.801679,220,0.8709677457809448
1524036776.1982992,221,0.9032257795333862
1524036777.5984688,222,1.0
1524036778.988794,223,0.9354838728904724
1524036780.3844683,224,0.9677419066429138
